Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
13.2,2024-01-17,Wednesday,09:19:00,370.0,20,PE,72300.0,Sell,2024-01-17,Wednesday,09:27:00,462.5,-1850.0,-25.0,2024-01-19,,,Stop Loss Hit
14,2024-01-18,,09:19:00,71119.09,,,,,2024-01-18,,10:10:00,71095.14,-1687.0,,,2022.0,-1687.0,
14.1,2024-01-18,Thursday,09:19:00,363.4,20,CE,71100.0,Sell,2024-01-18,Thursday,10:10:00,363.4,-0.0,-0.0,2024-01-19,,,Stop Loss Hit
14.2,2024-01-18,Thursday,09:19:00,337.4,20,PE,71000.0,Sell,2024-01-18,Thursday,09:37:00,421.75,-1687.0000000000005,-25.000000000000007,2024-01-19,,,Stop Loss Hit
15,2024-01-19,,09:19:00,71750.05,,,,,2024-01-19,,09:34:00,71797.5,-1654.0,,,395.0,-1654.0,
15.1,2024-01-19,Friday,09:19:00,323.45,20,CE,71600.0,Sell,2024-01-19,Friday,09:34:00,323.45,-0.0,-0.0,2024-01-19,,,Stop Loss Hit
15.2,2024-01-19,Friday,09:19:00,330.75,20,PE,72100.0,Sell,2024-01-19,Friday,09:33:00,413.45,-1653.9999999999998,-25.00377928949357,2024-01-19,,,Stop Loss Hit
16,2024-01-20,,09:19:00,71860.03,,,,,2024-01-20,,15:15:00,71461.91,1148.0,,,1811.0,-1705.0,Exit Condition Met For Trade
16.1,2024-01-20,Saturday,09:19:00,344.6,20,CE,72300.0,Sell,2024-01-20,Saturday,15:15:00,194.65,2999.0000000000005,43.51421938479397,2024-01-25,,,Exit Condition Met For Trade
16.2,2024-01-20,Saturday,09:19:00,370.15,20,PE,71700.0,Sell,2024-01-20,Saturday,10:00:00,462.7,-1851.0000000000002,-25.003377009320552,2024-01-25,,,Stop Loss Hit
17,2024-01-23,,09:19:00,71973.82,,,,,2024-01-23,,15:15:00,70384.73,4455.0,,,4625.0,-493.0,Exit Condition Met For Trade
17.1,2024-01-23,Tuesday,09:19:00,365.55,20,CE,72000.0,Sell,2024-01-23,Tuesday,15:15:00,50.9,6293.000000000001,86.07577622760225,2024-01-25,,,Exit Condition Met For Trade
17.2,2024-01-23,Tuesday,09:19:00,367.55,20,PE,72000.0,Sell,2024-01-23,Tuesday,10:00:00,459.45,-1837.9999999999995,-25.00340089783702,2024-01-25,,,Stop Loss Hit
18,2024-01-24,,09:19:00,70063.36,,,,,2024-01-24,,15:15:00,71061.27,4250.0,,,4250.0,-914.0,Exit Condition Met For Trade
18.1,2024-01-24,Wednesday,09:19:00,357.1,20,CE,70100.0,Sell,2024-01-24,Wednesday,09:22:00,446.4,-1785.999999999999,-25.0070008401008,2024-01-25,,,Stop Loss Hit
18.2,2024-01-24,Wednesday,09:19:00,342.3,20,PE,70000.0,Sell,2024-01-24,Wednesday,15:15:00,40.5,6036.0,88.16827344434707,2024-01-25,,,Exit Condition Met For Trade
19,2024-01-25,,09:19:00,70891.13,,,,,2024-01-25,,09:28:00,70895.28,-1837.0,,,505.0,-1837.0,
19.1,2024-01-25,Thursday,09:19:00,307.25,20,CE,70800.0,Sell,2024-01-25,Thursday,09:28:00,307.25,-0.0,-0.0,2024-01-25,,,Stop Loss Hit
19.2,2024-01-25,Thursday,09:19:00,367.35,20,PE,71200.0,Sell,2024-01-25,Thursday,09:24:00,459.2,-1836.9999999999993,-25.00340274942152,2024-01-25,,,Stop Loss Hit
20,2024-01-29,,09:19:00,71104.14,,,,,2024-01-29,,09:27:00,71275.25,-2050.0,,,0,-2050.0,
20.1,2024-01-29,Monday,09:19:00,366.0,20,CE,72000.0,Sell,2024-01-29,Monday,09:26:00,457.5,-1830.0,-25.0,2024-02-02,,,Stop Loss Hit
20.2,2024-01-29,Monday,09:19:00,343.3,20,PE,70500.0,Sell,2024-01-29,Monday,09:27:00,354.3,-220.0,-3.204194581998252,2024-02-02,,,Stop Loss Hit
21,2024-01-30,,09:19:00,72096.86,,,,,2024-01-30,,15:15:00,71171.67,2906.0,,,3176.0,-1300.0,Exit Condition Met For Trade
21.1,2024-01-30,Tuesday,09:19:00,344.65,20,CE,73100.0,Sell,2024-01-30,Tuesday,15:15:00,110.65,4679.999999999999,67.89496590744233,2024-02-02,,,Exit Condition Met For Trade
21.2,2024-01-30,Tuesday,09:19:00,354.7,20,PE,71300.0,Sell,2024-01-30,Tuesday,09:26:00,443.4,-1773.9999999999998,-25.007048209754718,2024-02-02,,,Stop Loss Hit
22,2024-01-31,,09:19:00,70952.95,,,,,2024-01-31,,15:15:00,71765.74,2234.0,,,2809.0,-500.0,Exit Condition Met For Trade
22.1,2024-01-31,Wednesday,09:19:00,349.85,20,CE,71800.0,Sell,2024-01-31,Wednesday,09:35:00,437.3,-1748.9999999999998,-24.99642704016006,2024-02-02,,,Stop Loss Hit
22.2,2024-01-31,Wednesday,09:19:00,345.45,20,PE,70300.0,Sell,2024-01-31,Wednesday,15:15:00,146.3,3982.9999999999995,57.649442755825724,2024-02-02,,,Exit Condition Met For Trade
23,2024-02-01,,09:19:00,71744.21,,,,,2024-02-01,,15:15:00,71619.17,2418.0,,,3770.0,-693.0,Exit Condition Met For Trade
23.1,2024-02-01,Thursday,09:19:00,366.9,20,CE,72200.0,Sell,2024-02-01,Thursday,10:55:00,458.6,-1834.000000000001,-24.99318615426548,2024-02-02,,,Stop Loss Hit
23.2,2024-02-01,Thursday,09:19:00,350.55,20,PE,71300.0,Sell,2024-02-01,Thursday,15:15:00,137.95,4252.0,60.6475538439595,2024-02-02,,,Exit Condition Met For Trade
24,2024-02-02,,09:19:00,72268.74,,,,,2024-02-02,,09:46:00,72336.57,-1572.0,,,1962.0,-1572.0,
24.1,2024-02-02,Friday,09:19:00,314.45,20,CE,72100.0,Sell,2024-02-02,Friday,09:20:00,393.05,-1572.0000000000005,-24.996024805215463,2024-02-02,,,Stop Loss Hit
24.2,2024-02-02,Friday,09:19:00,361.95,20,PE,72600.0,Sell,2024-02-02,Friday,09:46:00,361.95,-0.0,-0.0,2024-02-02,,,Stop Loss Hit
25,2024-02-05,,09:19:00,72011.44,,,,,2024-02-05,,14:43:00,71761.31,-1712.0,,,1157.0,-1712.0,
25.1,2024-02-05,Monday,09:19:00,342.4,20,CE,72800.0,Sell,2024-02-05,Monday,09:26:00,428.0,-1712.0000000000005,-25.000000000000007,2024-02-09,,,Stop Loss Hit
25.2,2024-02-05,Monday,09:19:00,364.25,20,PE,71200.0,Sell,2024-02-05,Monday,14:43:00,364.25,-0.0,-0.0,2024-02-09,,,Stop Loss Hit
26,2024-02-06,,09:19:00,71666.5,,,,,2024-02-06,,15:15:00,72150.87,2092.0,,,2314.0,-627.0,Exit Condition Met For Trade
26.1,2024-02-06,Tuesday,09:19:00,340.4,20,CE,72300.0,Sell,2024-02-06,Tuesday,09:34:00,425.5,-1702.0000000000005,-25.000000000000007,2024-02-09,,,Stop Loss Hit
26.2,2024-02-06,Tuesday,09:19:00,360.0,20,PE,71000.0,Sell,2024-02-06,Tuesday,15:15:00,170.3,3794.0,52.69444444444444,2024-02-09,,,Exit Condition Met For Trade
27,2024-02-07,,09:19:00,72444.89,,,,,2024-02-07,,15:15:00,72158.97,976.0,,,1543.0,-710.0,Exit Condition Met For Trade
27.1,2024-02-07,Wednesday,09:19:00,334.2,20,CE,72800.0,Sell,2024-02-07,Wednesday,15:15:00,195.3,2777.9999999999995,41.56193895870736,2024-02-09,,,Exit Condition Met For Trade
27.2,2024-02-07,Wednesday,09:19:00,360.4,20,PE,72100.0,Sell,2024-02-07,Wednesday,11:10:00,450.5,-1802.0000000000005,-25.000000000000007,2024-02-09,,,Stop Loss Hit
28,2024-02-08,,09:19:00,72358.14,,,,,2024-02-08,,10:06:00,72289.83,-1857.0,,,151.0,-1857.0,
28.1,2024-02-08,Thursday,09:19:00,349.6,20,CE,72500.0,Sell,2024-02-08,Thursday,10:06:00,349.6,-0.0,-0.0,2024-02-09,,,Stop Loss Hit
28.2,2024-02-08,Thursday,09:19:00,371.4,20,PE,72400.0,Sell,2024-02-08,Thursday,09:52:00,464.25,-1857.0000000000005,-25.000000000000007,2024-02-09,,,Stop Loss Hit
29,2024-02-09,,09:19:00,71266.53,,,,,2024-02-09,,09:41:00,71448.42,-1662.0,,,1910.0,-1662.0,
29.1,2024-02-09,Friday,09:19:00,332.4,20,CE,71100.0,Sell,2024-02-09,Friday,09:22:00,415.5,-1662.0000000000005,-25.000000000000007,2024-02-09,,,Stop Loss Hit
29.2,2024-02-09,Friday,09:19:00,309.3,20,PE,71400.0,Sell,2024-02-09,Friday,09:41:00,309.3,-0.0,-0.0,2024-02-09,,,Stop Loss Hit
30,2024-02-12,,09:19:00,71659.07,,,,,2024-02-12,,15:15:00,71022.03,2136.0,,,2166.0,0,Exit Condition Met For Trade
30.1,2024-02-12,Monday,09:19:00,369.15,20,CE,72300.0,Sell,2024-02-12,Monday,15:15:00,169.25,3997.9999999999995,54.15142895841798,2024-02-16,,,Exit Condition Met For Trade
30.2,2024-02-12,Monday,09:19:00,372.5,20,PE,71100.0,Sell,2024-02-12,Monday,10:26:00,465.6,-1862.0000000000005,-24.99328859060403,2024-02-16,,,Stop Loss Hit
31,2024-02-13,,09:19:00,71169.16,,,,,2024-02-13,,09:38:00,71186.5,-1741.0,,,239.0,-1741.0,
31.1,2024-02-13,Tuesday,09:19:00,375.0,20,CE,71700.0,Sell,2024-02-13,Tuesday,09:38:00,375.0,-0.0,-0.0,2024-02-16,,,Stop Loss Hit
31.2,2024-02-13,Tuesday,09:19:00,348.2,20,PE,70700.0,Sell,2024-02-13,Tuesday,09:32:00,435.25,-1741.0000000000002,-25.000000000000007,2024-02-16,,,Stop Loss Hit
32,2024-02-14,,09:19:00,71015.34,,,,,2024-02-14,,10:57:00,71173.06,-1689.0,,,110.0,-1689.0,
32.1,2024-02-14,Wednesday,09:19:00,362.35,20,CE,71300.0,Sell,2024-02-14,Wednesday,10:57:00,362.35,-0.0,-0.0,2024-02-16,,,Stop Loss Hit
32.2,2024-02-14,Wednesday,09:19:00,337.85,20,PE,70800.0,Sell,2024-02-14,Wednesday,09:28:00,422.3,-1688.9999999999998,-24.9963001331952,2024-02-16,,,Stop Loss Hit
33,2024-02-15,,09:19:00,72047.0,,,,,2024-02-15,,13:44:00,72123.04,-1694.0,,,1559.0,-1694.0,
33.1,2024-02-15,Thursday,09:19:00,357.6,20,CE,72100.0,Sell,2024-02-15,Thursday,13:44:00,357.6,-0.0,-0.0,2024-02-16,,,Stop Loss Hit
33.2,2024-02-15,Thursday,09:19:00,338.75,20,PE,72000.0,Sell,2024-02-15,Thursday,09:28:00,423.45,-1693.9999999999998,-25.003690036900363,2024-02-16,,,Stop Loss Hit
34,2024-02-16,,09:19:00,72348.59,,,,,2024-02-16,,09:31:00,72302.96,-2054.0,,,0,-2054.0,
34.1,2024-02-16,Friday,09:19:00,360.0,20,CE,72100.0,Sell,2024-02-16,Friday,09:30:00,450.0,-1800.0,-25.0,2024-02-16,,,Stop Loss Hit
34.2,2024-02-16,Friday,09:19:00,332.85,20,PE,72500.0,Sell,2024-02-16,Friday,09:31:00,345.55,-253.99999999999977,-3.8155325221571244,2024-02-16,,,Stop Loss Hit
35,2024-02-19,,09:19:00,72520.84,,,,,2024-02-19,,15:15:00,72704.25,-307.0,,,988.0,-776.0,Exit Condition Met For Trade
35.1,2024-02-19,Monday,09:19:00,357.05,20,CE,73000.0,Sell,2024-02-19,Monday,11:17:00,446.3,-1785.0,-24.996499089763336,2024-02-23,,,Stop Loss Hit
35.2,2024-02-19,Monday,09:19:00,359.9,20,PE,72000.0,Sell,2024-02-19,Monday,15:15:00,286.0,1477.9999999999995,20.533481522645175,2024-02-23,,,Exit Condition Met For Trade
36,2024-02-20,,09:19:00,72540.97,,,,,2024-02-20,,09:56:00,72568.08,-1799.0,,,202.0,-1799.0,
36.1,2024-02-20,Tuesday,09:19:00,359.8,20,CE,72900.0,Sell,2024-02-20,Tuesday,09:44:00,449.75,-1798.9999999999998,-24.999999999999993,2024-02-23,,,Stop Loss Hit
36.2,2024-02-20,Tuesday,09:19:00,358.65,20,PE,72100.0,Sell,2024-02-20,Tuesday,09:56:00,358.65,-0.0,-0.0,2024-02-23,,,Stop Loss Hit
37,2024-02-21,,09:19:00,73111.96,,,,,2024-02-21,,15:15:00,72764.45,2316.0,,,3355.0,-206.0,Exit Condition Met For Trade
37.1,2024-02-21,Wednesday,09:19:00,342.8,20,CE,73300.0,Sell,2024-02-21,Wednesday,15:15:00,141.45,4027.0000000000005,58.73687281213537,2024-02-23,,,Exit Condition Met For Trade
37.2,2024-02-21,Wednesday,09:19:00,342.15,20,PE,72800.0,Sell,2024-02-21,Wednesday,14:04:00,427.7,-1711.0000000000002,-25.003653368405676,2024-02-23,,,Stop Loss Hit
38,2024-02-22,,09:19:00,72577.95,,,,,2024-02-22,,09:43:00,72535.83,-1638.0,,,253.0,-1638.0,
38.1,2024-02-22,Thursday,09:19:00,349.1,20,CE,72600.0,Sell,2024-02-22,Thursday,09:43:00,349.1,-0.0,-0.0,2024-02-23,,,Stop Loss Hit
38.2,2024-02-22,Thursday,09:19:00,327.55,20,PE,72500.0,Sell,2024-02-22,Thursday,09:32:00,409.45,-1637.9999999999995,-25.00381621126545,2024-02-23,,,Stop Loss Hit
39,2024-02-23,,09:19:00,73252.98,,,,,2024-02-23,,09:40:00,73307.1,-1607.0,,,291.0,-1607.0,
39.1,2024-02-23,Friday,09:19:00,339.7,20,CE,73100.0,Sell,2024-02-23,Friday,09:40:00,339.7,-0.0,-0.0,2024-02-23,,,Stop Loss Hit
39.2,2024-02-23,Friday,09:19:00,321.4,20,PE,73500.0,Sell,2024-02-23,Friday,09:28:00,401.75,-1607.0000000000005,-25.000000000000007,2024-02-23,,,Stop Loss Hit
40,2024-02-26,,09:19:00,72950.43,,,,,2024-02-26,,15:15:00,72803.74,1877.0,,,2183.0,-164.0,Exit Condition Met For Trade
40.1,2024-02-26,Monday,09:19:00,364.2,20,CE,73600.0,Sell,2024-02-26,Monday,15:15:00,288.5,1513.9999999999998,20.785282811641952,2024-03-01,,,Exit Condition Met For Trade
40.2,2024-02-26,Monday,09:19:00,367.4,20,PE,72500.0,Sell,2024-02-26,Monday,15:15:00,349.25,362.99999999999955,4.940119760479036,2024-03-01,,,Exit Condition Met For Trade
41,2024-02-27,,09:19:00,72706.16,,,,,2024-02-27,,15:15:00,73117.93,1097.0,,,1789.0,-453.0,Exit Condition Met For Trade
41.1,2024-02-27,Tuesday,09:19:00,340.1,20,CE,73300.0,Sell,2024-02-27,Tuesday,12:50:00,425.1,-1700.0,-24.992649220817405,2024-03-01,,,Stop Loss Hit
41.2,2024-02-27,Tuesday,09:19:00,373.05,20,PE,72400.0,Sell,2024-02-27,Tuesday,15:15:00,233.2,2797.0000000000005,37.488272349551,2024-03-01,,,Exit Condition Met For Trade
42,2024-02-28,,09:19:00,73130.96,,,,,2024-02-28,,15:15:00,72321.92,3197.0,,,3215.0,0,Exit Condition Met For Trade
42.1,2024-02-28,Wednesday,09:19:00,349.4,20,CE,73400.0,Sell,2024-02-28,Wednesday,15:15:00,102.9,4929.999999999999,70.54951345163136,2024-03-01,,,Exit Condition Met For Trade
42.2,2024-02-28,Wednesday,09:19:00,346.6,20,PE,72900.0,Sell,2024-02-28,Wednesday,10:52:00,433.25,-1732.9999999999995,-24.999999999999993,2024-03-01,,,Stop Loss Hit
43,2024-02-29,,09:19:00,72321.14,,,,,2024-02-29,,10:11:00,72272.97,-1874.0,,,608.0,-1874.0,
43.1,2024-02-29,Thursday,09:19:00,374.85,20,CE,72400.0,Sell,2024-02-29,Thursday,09:56:00,468.55,-1873.9999999999998,-24.99666533279978,2024-03-01,,,Stop Loss Hit
43.2,2024-02-29,Thursday,09:19:00,347.75,20,PE,72200.0,Sell,2024-02-29,Thursday,10:11:00,347.75,-0.0,-0.0,2024-03-01,,,Stop Loss Hit
44,2024-03-01,,09:19:00,72907.7,,,,,2024-03-01,,09:30:00,72876.39,-1606.0,,,96.0,-1606.0,
44.1,2024-03-01,Friday,09:19:00,321.15,20,CE,72700.0,Sell,2024-03-01,Friday,09:26:00,401.45,-1606.0000000000002,-25.003892262182784,2024-03-01,,,Stop Loss Hit
44.2,2024-03-01,Friday,09:19:00,372.4,20,PE,73100.0,Sell,2024-03-01,Friday,09:30:00,372.4,-0.0,-0.0,2024-03-01,,,Stop Loss Hit
45,2024-03-04,,09:19:00,73946.94,,,,,2024-03-04,,15:15:00,73899.52,3308.0,,,3577.0,-228.0,Exit Condition Met For Trade
45.1,2024-03-04,Monday,09:19:00,367.75,20,CE,74300.0,Sell,2024-03-04,Monday,15:15:00,238.65,2582.0,35.105370496261045,2024-03-07,,,Exit Condition Met For Trade
45.2,2024-03-04,Monday,09:19:00,355.7,20,PE,73600.0,Sell,2024-03-04,Monday,15:15:00,319.4,726.0000000000002,10.205229125667701,2024-03-07,,,Exit Condition Met For Trade
46,2024-03-05,,09:19:00,73660.74,,,,,2024-03-05,,13:00:00,73854.88,-1822.0,,,1510.0,-1822.0,
46.1,2024-03-05,Tuesday,09:19:00,330.35,20,CE,73900.0,Sell,2024-03-05,Tuesday,13:00:00,330.35,-0.0,-0.0,2024-03-07,,,Stop Loss Hit
46.2,2024-03-05,Tuesday,09:19:00,364.45,20,PE,73600.0,Sell,2024-03-05,Tuesday,10:21:00,455.55,-1822.0000000000005,-24.996570174235156,2024-03-07,,,Stop Loss Hit
47,2024-03-06,,09:19:00,73485.28,,,,,2024-03-06,,10:01:00,73496.93,-1634.0,,,526.0,-1634.0,
47.1,2024-03-06,Wednesday,09:19:00,326.85,20,CE,73500.0,Sell,2024-03-06,Wednesday,09:43:00,408.55,-1633.9999999999998,-24.996175615725864,2024-03-07,,,Stop Loss Hit
47.2,2024-03-06,Wednesday,09:19:00,353.3,20,PE,73600.0,Sell,2024-03-06,Wednesday,10:01:00,353.3,-0.0,-0.0,2024-03-07,,,Stop Loss Hit
48,2024-03-07,,09:19:00,74182.42,,,,,2024-03-07,,10:01:00,74082.5,-1607.0,,,1410.0,-1607.0,
48.1,2024-03-07,Thursday,09:19:00,366.15,20,CE,73900.0,Sell,2024-03-07,Thursday,10:01:00,366.15,-0.0,-0.0,2024-03-07,,,Stop Loss Hit
48.2,2024-03-07,Thursday,09:19:00,321.4,20,PE,74400.0,Sell,2024-03-07,Thursday,09:32:00,401.75,-1607.0000000000005,-25.000000000000007,2024-03-07,,,Stop Loss Hit
49,2024-03-11,,09:19:00,74078.14,,,,,2024-03-11,,15:15:00,73499.32,2215.0,,,2313.0,0,Exit Condition Met For Trade
49.1,2024-03-11,Monday,09:19:00,373.95,20,CE,74400.0,Sell,2024-03-11,Monday,15:15:00,177.8,3922.9999999999995,52.45353656906003,2024-03-15,,,Exit Condition Met For Trade
49.2,2024-03-11,Monday,09:19:00,341.6,20,PE,73700.0,Sell,2024-03-11,Monday,11:56:00,427.0,-1707.9999999999995,-24.999999999999993,2024-03-15,,,Stop Loss Hit
50,2024-03-12,,09:19:00,73633.6,,,,,2024-03-12,,10:47:00,73418.29,-1748.0,,,1248.0,-1748.0,
50.1,2024-03-12,Tuesday,09:19:00,349.6,20,CE,73900.0,Sell,2024-03-12,Tuesday,09:36:00,437.0,-1747.9999999999995,-24.999999999999993,2024-03-15,,,Stop Loss Hit
50.2,2024-03-12,Tuesday,09:19:00,359.85,20,PE,73500.0,Sell,2024-03-12,Tuesday,10:47:00,359.85,-0.0,-0.0,2024-03-15,,,Stop Loss Hit
51,2024-03-13,,09:19:00,73909.66,,,,,2024-03-13,,15:15:00,72684.16,4665.0,,,4693.0,-1070.0,Exit Condition Met For Trade
51.1,2024-03-13,Wednesday,09:19:00,370.55,20,CE,74000.0,Sell,2024-03-13,Wednesday,15:15:00,52.3,6365.0,85.88584536499798,2024-03-15,,,Exit Condition Met For Trade
51.2,2024-03-13,Wednesday,09:19:00,340.0,20,PE,73800.0,Sell,2024-03-13,Wednesday,09:38:00,425.0,-1700.0,-25.0,2024-03-15,,,Stop Loss Hit
52,2024-03-14,,09:19:00,72533.72,,,,,2024-03-14,,15:15:00,73078.32,4387.0,,,4466.0,-843.0,Exit Condition Met For Trade
52.1,2024-03-14,Thursday,09:19:00,349.4,20,CE,72600.0,Sell,2024-03-14,Thursday,09:25:00,436.75,-1747.0000000000005,-25.000000000000007,2024-03-15,,,Stop Loss Hit
52.2,2024-03-14,Thursday,09:19:00,366.7,20,PE,72600.0,Sell,2024-03-14,Thursday,15:15:00,60.0,6134.0,83.63785110444505,2024-03-15,,,Exit Condition Met For Trade
53,2024-03-15,,09:19:00,72910.18,,,,,2024-03-15,,09:36:00,72811.63,-1657.0,,,141.0,-1657.0,
53.1,2024-03-15,Friday,09:19:00,331.35,20,CE,72700.0,Sell,2024-03-15,Friday,09:31:00,414.2,-1656.9999999999993,-25.003772446054008,2024-03-15,,,Stop Loss Hit
53.2,2024-03-15,Friday,09:19:00,308.25,20,PE,73100.0,Sell,2024-03-15,Friday,09:36:00,308.25,-0.0,-0.0,2024-03-15,,,Stop Loss Hit
54,2024-03-18,,09:19:00,72620.96,,,,,2024-03-18,,12:09:00,72749.75,-1709.0,,,322.0,-1709.0,
54.1,2024-03-18,Monday,09:19:00,348.8,20,CE,73200.0,Sell,2024-03-18,Monday,12:09:00,348.8,-0.0,-0.0,2024-03-22,,,Stop Loss Hit
54.2,2024-03-18,Monday,09:19:00,341.8,20,PE,72300.0,Sell,2024-03-18,Monday,09:37:00,427.25,-1708.9999999999998,-24.999999999999993,2024-03-22,,,Stop Loss Hit
55,2024-03-19,,09:19:00,72399.91,,,,,2024-03-19,,15:15:00,71994.61,1915.0,,,1989.0,-1039.0,Exit Condition Met For Trade
55.1,2024-03-19,Tuesday,09:19:00,342.95,20,CE,72800.0,Sell,2024-03-19,Tuesday,15:15:00,162.2,3615.0,52.70447587111824,2024-03-22,,,Exit Condition Met For Trade
55.2,2024-03-19,Tuesday,09:19:00,339.9,20,PE,72300.0,Sell,2024-03-19,Tuesday,10:00:00,424.9,-1700.0,-25.007355104442485,2024-03-22,,,Stop Loss Hit
56,2024-03-20,,09:19:00,72247.4,,,,,2024-03-20,,13:11:00,72323.99,-1697.0,,,2370.0,-1697.0,
56.1,2024-03-20,Wednesday,09:19:00,363.25,20,CE,72400.0,Sell,2024-03-20,Wednesday,13:11:00,363.25,-0.0,-0.0,2024-03-22,,,Stop Loss Hit
56.2,2024-03-20,Wednesday,09:19:00,339.4,20,PE,72200.0,Sell,2024-03-20,Wednesday,10:02:00,424.25,-1697.0000000000005,-25.000000000000007,2024-03-22,,,Stop Loss Hit
57,2024-03-21,,09:19:00,72653.76,,,,,2024-03-21,,12:05:00,72601.04,-1733.0,,,1218.0,-1733.0,
57.1,2024-03-21,Thursday,09:19:00,346.65,20,CE,72600.0,Sell,2024-03-21,Thursday,10:13:00,433.3,-1733.0000000000007,-24.99639405740662,2024-03-22,,,Stop Loss Hit
57.2,2024-03-21,Thursday,09:19:00,353.65,20,PE,72800.0,Sell,2024-03-21,Thursday,12:05:00,353.65,-0.0,-0.0,2024-03-22,,,Stop Loss Hit
58,2024-03-22,,09:19:00,72423.03,,,,,2024-03-22,,09:37:00,72459.43,-1528.0,,,898.0,-1528.0,
58.1,2024-03-22,Friday,09:19:00,307.6,20,CE,72300.0,Sell,2024-03-22,Friday,09:37:00,307.6,-0.0,-0.0,2024-03-22,,,Stop Loss Hit
58.2,2024-03-22,Friday,09:19:00,305.7,20,PE,72700.0,Sell,2024-03-22,Friday,09:26:00,382.1,-1528.0000000000007,-24.991822047759253,2024-03-22,,,Stop Loss Hit
59,2024-03-26,,09:19:00,72655.81,,,,,2024-03-26,,15:15:00,72447.32,2412.0,,,2749.0,-213.0,Exit Condition Met For Trade
59.1,2024-03-26,Tuesday,09:19:00,338.75,20,CE,72900.0,Sell,2024-03-26,Tuesday,15:15:00,248.65,1802.0,26.59778597785978,2024-03-28,,,Exit Condition Met For Trade
59.2,2024-03-26,Tuesday,09:19:00,347.65,20,PE,72700.0,Sell,2024-03-26,Tuesday,15:15:00,317.15,610.0,8.773191428160507,2024-03-28,,,Exit Condition Met For Trade
60,2024-03-27,,09:19:00,72642.75,,,,,2024-03-27,,15:15:00,72964.77,2790.0,,,3133.0,0,Exit Condition Met For Trade
60.1,2024-03-27,Wednesday,09:19:00,318.95,20,CE,72700.0,Sell,2024-03-27,Wednesday,09:35:00,398.7,-1595.0,-25.003919109578305,2024-03-28,,,Stop Loss Hit
60.2,2024-03-27,Wednesday,09:19:00,330.0,20,PE,72800.0,Sell,2024-03-27,Wednesday,15:15:00,110.75,4385.0,66.43939393939394,2024-03-28,,,Exit Condition Met For Trade
61,2024-03-28,,09:19:00,73193.91,,,,,2024-03-28,,15:15:00,73414.51,3596.0,,,4329.0,-746.0,Exit Condition Met For Trade
61.1,2024-03-28,Thursday,09:19:00,320.15,20,CE,73000.0,Sell,2024-03-28,Thursday,09:22:00,400.2,-1601.0000000000002,-25.00390441980322,2024-03-28,,,Stop Loss Hit
61.2,2024-03-28,Thursday,09:19:00,299.65,20,PE,73500.0,Sell,2024-03-28,Thursday,15:15:00,39.8,5196.999999999999,86.71783747705656,2024-03-28,,,Exit Condition Met For Trade
62,2024-04-01,,09:19:00,74175.4,,,,,2024-04-01,,15:15:00,74022.64,2572.0,,,2572.0,-774.0,Exit Condition Met For Trade
62.1,2024-04-01,Monday,09:19:00,348.7,20,CE,74500.0,Sell,2024-04-01,Monday,15:15:00,258.8,1797.9999999999995,25.781474046458268,2024-04-05,,,Exit Condition Met For Trade
62.2,2024-04-01,Monday,09:19:00,369.85,20,PE,73900.0,Sell,2024-04-01,Monday,15:15:00,331.15,774.0000000000009,10.463701500608366,2024-04-05,,,Exit Condition Met For Trade
63,2024-04-02,,09:19:00,73866.1,,,,,2024-04-02,,11:02:00,73769.05,-1754.0,,,922.0,-1754.0,
63.1,2024-04-02,Tuesday,09:19:00,350.85,20,CE,74100.0,Sell,2024-04-02,Tuesday,09:33:00,438.55,-1753.9999999999998,-24.996437223884843,2024-04-05,,,Stop Loss Hit
63.2,2024-04-02,Tuesday,09:19:00,338.35,20,PE,73700.0,Sell,2024-04-02,Tuesday,11:02:00,338.35,-0.0,-0.0,2024-04-05,,,Stop Loss Hit
64,2024-04-03,,09:19:00,73613.8,,,,,2024-04-03,,15:15:00,73881.64,1260.0,,,2382.0,0,Exit Condition Met For Trade
64.1,2024-04-03,Wednesday,09:19:00,327.95,20,CE,73700.0,Sell,2024-04-03,Wednesday,10:05:00,409.95,-1640.0,-25.003811556639732,2024-04-05,,,Stop Loss Hit
64.2,2024-04-03,Wednesday,09:19:00,363.85,20,PE,73700.0,Sell,2024-04-03,Wednesday,15:15:00,218.85,2900.0000000000005,39.8515871925244,2024-04-05,,,Exit Condition Met For Trade
65,2024-04-04,,09:19:00,74384.26,,,,,2024-04-04,,13:28:00,74330.53,-1810.0,,,2798.0,-1810.0,
65.1,2024-04-04,Thursday,09:19:00,323.4,20,CE,74300.0,Sell,2024-04-04,Thursday,13:28:00,323.4,-0.0,-0.0,2024-04-05,,,Stop Loss Hit
65.2,2024-04-04,Thursday,09:19:00,362.05,20,PE,74500.0,Sell,2024-04-04,Thursday,09:30:00,452.55,-1810.0,-24.996547438199144,2024-04-05,,,Stop Loss Hit
66,2024-04-05,,09:19:00,74085.33,,,,,2024-04-05,,10:10:00,74036.11,-1544.0,,,526.0,-1544.0,
